,UniprotID,GO.annotation.,X.1,Notes,Hcategory,Mcategory,Lcategory,category,Chebicategory,decision,importantCategory
861,Q9BXS9,"GO:0015301; F:anion:anion antiporter activity; IDA:UniProtKB, GO:0015106; F:bicarbonate transmembrane transporter activity; IDA:UniProtKB, GO:0015108; F:chloride transmembrane transporter activity; IDA:UniProtKB, GO:0015116; F:sulfate transmembrane transporter activity; IDA:UniProtKB, GO:0019531; F:oxalate transmembrane transporter activity; IMP:UniProtKB, GO:0015562; F:efflux transmembrane transporter activity; ISS:UniProtKB, GO:0015660; F:formate efflux transmembrane transporter activity; ISS:UniProtKB, GO:0015499; F:formate transmembrane transporter activity; ISS:UniProtKB, GO:0030165; F:PDZ domain binding; ISS:UniProtKB, GO:0005254; F:chloride channel activity; IBA:GO_Central, GO:0005452; F:inorganic anion exchanger activity; TAS:Reactome, GO:0008271; F:secondary active sulfate transmembrane transporter activity; IEA:InterPro.","1.D. Anions,2.B. Monocarboxylates,  2.C. Di- and tricarboxylates",MC.M1. CONFIDANCE,unspecificed anion;2.A organic anion;1.D inorganic anion,,,unspecificed anion*IDA:UniProtKB;2.A organic anion*IDA:UniProtKB;1.D inorganic anion*IDA:UniProtKB,"unspecificed anion,2.A organic anion,1.D inorganic anion",2.A organic anion,
862,P15575,"GO:0015106; F:bicarbonate transmembrane transporter activity; ISS:UniProtKB, GO:0005452; F:inorganic anion exchanger activity; ISS:UniProtKB, GO:0008510; F:sodium:bicarbonate symporter activity; IBA:GO_Central, GO:0015301; F:anion:anion antiporter activity; IEA:UniProtKB-KW.","1.D. Anions,2.C bicarbonate",MC.H. CONFIDANCE,,"2.A organic anion;2.A organic anion,1.C inorganic cation",unspecificed anion,"2.A organic anion*ISS:UniProtKB;2.A organic anion,1.C inorganic cation*IBA:GO_Central;unspecificed anion*IEA:UniProtKB-KW.","2.A organic anion,2.A organic anion,1.C inorganic cation,unspecificed anion",2.A organic anion,
863,P32847,"GO:0015106; F:bicarbonate transmembrane transporter activity; ISS:UniProtKB, GO:0005452; F:inorganic anion exchanger activity; ISS:UniProtKB, GO:0015301; F:anion:anion antiporter activity; IEA:UniProtKB-KW.","1.D. Anions,2.C bicarbonate",MC.H. CONFIDANCE,,2.A organic anion,unspecificed anion,2.A organic anion*ISS:UniProtKB;unspecificed anion*IEA:UniProtKB-KW.,"2.A organic anion,unspecificed anion",2.A organic anion,
864,Q8R2Z3,"GO:0005254; F:chloride channel activity; IDA:MGI, GO:0005253; F:anion channel activity; IMP:MGI, GO:0015106; F:bicarbonate transmembrane transporter activity; IMP:UniProtKB, GO:0019531; F:oxalate transmembrane transporter activity; ISO:MGI, GO:0015116; F:sulfate transmembrane transporter activity; ISO:MGI, GO:0015301; F:anion:anion antiporter activity; IBA:GO_Central, GO:0008271; F:secondary active sulfate transmembrane transporter activity; IEA:InterPro.","1.D. Anions, 2.C. Di- and tricarboxylates",MC.H. CONFIDANCE,1.D inorganic anion;1.D inorganic anion;2.A organic anion,,,1.D inorganic anion*IDA:MGI;2.A organic anion*IMP:UniProtKB;unspecificed anion*IBA:GO_Central,"1.D inorganic anion,2.A organic anion,unspecificed anion",2.A organic anion,
865,Q8NBS3,"GO:0046715; F:active borate transmembrane transporter activity; IDA:HGNC, GO:0015106; F:bicarbonate transmembrane transporter activity; IDA:HGNC, GO:0046983; F:protein dimerization activity; IDA:UniProtKB, GO:0015252; F:proton channel activity; IDA:HGNC, GO:0005272; F:sodium channel activity; IDA:HGNC, GO:0015301; F:anion:anion antiporter activity; IEA:UniProtKB-KW, GO:0005452; F:inorganic anion exchanger activity; IEA:InterPro, GO:0015293; F:symporter activity; IEA:UniProtKB-KW.","1.D. Anions,2.C bicarbonate",MC.VH. CONFIDANCE,1.D inorganic anion;2.A organic anion;1.C inorganic cation;1.C inorganic cation,,,1.D inorganic anion*IDA:HGNC;2.A organic anion*IDA:HGNC;1.C inorganic cation*IDA:HGNC;unspecificed anion*IEA:UniProtKB-KW,"1.D inorganic anion,2.A organic anion,1.C inorganic cation,unspecificed anion",2.A organic anion,
866,P58735,"GO:0015301; F:anion:anion antiporter activity; IDA:UniProtKB, GO:0015108; F:chloride transmembrane transporter activity; IDA:UniProtKB, GO:0019531; F:oxalate transmembrane transporter activity; IDA:UniProtKB, GO:0015116; F:sulfate transmembrane transporter activity; IDA:UniProtKB, GO:0015106; F:bicarbonate transmembrane transporter activity; IBA:GO_Central, GO:0005254; F:chloride channel activity; IBA:GO_Central, GO:0008271; F:secondary active sulfate transmembrane transporter activity; IEA:InterPro.","1.D. Anions, 2.C. Di- and tricarboxylates",MC.VH. CONFIDANCE,unspecificed anion;1.D inorganic anion;2.A organic anion,,,unspecificed anion*IDA:UniProtKB;1.D inorganic anion*IDA:UniProtKB;2.A organic anion*IDA:UniProtKB,"unspecificed anion,1.D inorganic anion,2.A organic anion",2.A organic anion,
867,Q6K965,"GO:0015288; F:porin activity; ISS:UniProtKB, GO:0008308; F:voltage-gated anion channel activity; ISS:UniProtKB.",1.D. Anions,MC.H. CONFIDANCE,,1.D inorganic anion,,1.D inorganic anion*ISS:UniProtKB.,1.D inorganic anion,1.D inorganic anion,
868,Q9ZSR7,"GO:0015120; F:phosphoglycerate transmembrane transporter activity; IDA:UniProtKB, GO:0071917; F:triose-phosphate transmembrane transporter activity; IDA:UniProtKB.","1.D. Anions, 2.D 2.D. Noncarboxylates organic anions",VH. CONFIDANCE,2.A organic anion;7.B organophosphorus,,,2.A organic anion*IDA:UniProtKB;7.B organophosphorus*IDA:UniProtKB.,"2.A organic anion,7.B organophosphorus","2.A organic anion,7.B organophosphorus",
869,P30606,"GO:0005365; F:myo-inositol transmembrane transporter activity; IMP:SGD, GO:0005351; F:carbohydrate:proton symporter activity; IBA:GO_Central, GO:0005355; F:glucose transmembrane transporter activity; IBA:GO_Central.","2.A. Sugars, polyols, and their derivatives",H. CONFIDANCE,7.A polyol,"1.C inorganic cation,7.D Other organic;3.A monosaccharide and derivative",,"7.A polyol*IMP:SGD;1.C inorganic cation,7.D Other organic*IBA:GO_Central;3.A monosaccharide and derivative*IBA:GO_Central.","7.A polyol,1.C inorganic cation,7.D Other organic,3.A monosaccharide and derivative","7.A polyol,3.A monosaccharide and derivative",
870,P32720,GO:0015145; F:monosaccharide transmembrane transporter activity; IBA:GO_Central.,"2.A. Sugars, polyols, and their derivatives",H. CONFIDANCE,,3.A monosaccharide and derivative,,3.A monosaccharide and derivative*IBA:GO_Central.,3.A monosaccharide and derivative,3.A monosaccharide and derivative,
871,Q9FPN0,GO:0051119; F:sugar transmembrane transporter activity; ISS:UniProtKB.,"2.A. Sugars, polyols, and their derivatives",H. CONFIDANCE,,3.A monosaccharide and derivative,,3.A monosaccharide and derivative*ISS:UniProtKB.,3.A monosaccharide and derivative,3.A monosaccharide and derivative,
872,Q9LH79,GO:0051119; F:sugar transmembrane transporter activity; ISS:UniProtKB.,"2.A. Sugars, polyols, and their derivatives",H. CONFIDANCE,,3.A monosaccharide and derivative,,3.A monosaccharide and derivative*ISS:UniProtKB.,3.A monosaccharide and derivative,3.A monosaccharide and derivative,
873,Q944M5,GO:0051119; F:sugar transmembrane transporter activity; ISS:UniProtKB.,"2.A. Sugars, polyols, and their derivatives",H. CONFIDANCE,,3.A monosaccharide and derivative,,3.A monosaccharide and derivative*ISS:UniProtKB.,3.A monosaccharide and derivative,3.A monosaccharide and derivative,
874,Q6K4V2,GO:0051119; F:sugar transmembrane transporter activity; ISS:UniProtKB.,"2.A. Sugars, polyols, and their derivatives",H. CONFIDANCE,,3.A monosaccharide and derivative,,3.A monosaccharide and derivative*ISS:UniProtKB.,3.A monosaccharide and derivative,3.A monosaccharide and derivative,
875,Q8LFH5,GO:0051119; F:sugar transmembrane transporter activity; ISS:UniProtKB.,"2.A. Sugars, polyols, and their derivatives",H. CONFIDANCE,,3.A monosaccharide and derivative,,3.A monosaccharide and derivative*ISS:UniProtKB.,3.A monosaccharide and derivative,3.A monosaccharide and derivative,
876,Q6K602,GO:0051119; F:sugar transmembrane transporter activity; ISS:UniProtKB.,"2.A. Sugars, polyols, and their derivatives",H. CONFIDANCE,,3.A monosaccharide and derivative,,3.A monosaccharide and derivative*ISS:UniProtKB.,3.A monosaccharide and derivative,3.A monosaccharide and derivative,
877,B0SR19,"GO:0042803; F:protein homodimerization activity; IPI:UniProtKB, GO:0005355; F:glucose transmembrane transporter activity; IMP:UniProtKB.","2.A. Sugars, polyols, and their derivatives",H. CONFIDANCE,3.A monosaccharide and derivative,,,3.A monosaccharide and derivative*IMP:UniProtKB.,3.A monosaccharide and derivative,3.A monosaccharide and derivative,
878,Q7JVE7,GO:0051119; F:sugar transmembrane transporter activity; ISS:UniProtKB.,"2.A. Sugars, polyols, and their derivatives",H. CONFIDANCE,,3.A monosaccharide and derivative,,3.A monosaccharide and derivative*ISS:UniProtKB.,3.A monosaccharide and derivative,3.A monosaccharide and derivative,
879,Q6NQN5,GO:0051119; F:sugar transmembrane transporter activity; ISS:UniProtKB.,"2.A. Sugars, polyols, and their derivatives",H. CONFIDANCE,,3.A monosaccharide and derivative,,3.A monosaccharide and derivative*ISS:UniProtKB.,3.A monosaccharide and derivative,3.A monosaccharide and derivative,
880,Q9FM10,GO:0051119; F:sugar transmembrane transporter activity; ISS:UniProtKB.,"2.A. Sugars, polyols, and their derivatives",H. CONFIDANCE,,3.A monosaccharide and derivative,,3.A monosaccharide and derivative*ISS:UniProtKB.,3.A monosaccharide and derivative,3.A monosaccharide and derivative,
881,Q9C9M9,GO:0051119; F:sugar transmembrane transporter activity; ISS:UniProtKB.,"2.A. Sugars, polyols, and their derivatives",H. CONFIDANCE,,3.A monosaccharide and derivative,,3.A monosaccharide and derivative*ISS:UniProtKB.,3.A monosaccharide and derivative,3.A monosaccharide and derivative,
882,Q6L568,GO:0051119; F:sugar transmembrane transporter activity; ISS:UniProtKB.,"2.A. Sugars, polyols, and their derivatives",H. CONFIDANCE,,3.A monosaccharide and derivative,,3.A monosaccharide and derivative*ISS:UniProtKB.,3.A monosaccharide and derivative,3.A monosaccharide and derivative,
883,Q54JW5,GO:0051119; F:sugar transmembrane transporter activity; ISS:UniProtKB.,"2.A. Sugars, polyols, and their derivatives",H. CONFIDANCE,,3.A monosaccharide and derivative,,3.A monosaccharide and derivative*ISS:UniProtKB.,3.A monosaccharide and derivative,3.A monosaccharide and derivative,
884,Q10LI8,GO:0051119; F:sugar transmembrane transporter activity; ISS:UniProtKB.,"2.A. Sugars, polyols, and their derivatives",H. CONFIDANCE,,3.A monosaccharide and derivative,,3.A monosaccharide and derivative*ISS:UniProtKB.,3.A monosaccharide and derivative,3.A monosaccharide and derivative,
885,Q5N8J1,"GO:0042802; F:identical protein binding; IPI:IntAct, GO:0051119; F:sugar transmembrane transporter activity; ISS:UniProtKB.","2.A. Sugars, polyols, and their derivatives",H. CONFIDANCE,,3.A monosaccharide and derivative,,3.A monosaccharide and derivative*ISS:UniProtKB.,3.A monosaccharide and derivative,3.A monosaccharide and derivative,
886,Q5EB14,GO:0051119; F:sugar transmembrane transporter activity; ISS:UniProtKB.,"2.A. Sugars, polyols, and their derivatives",H. CONFIDANCE,,3.A monosaccharide and derivative,,3.A monosaccharide and derivative*ISS:UniProtKB.,3.A monosaccharide and derivative,3.A monosaccharide and derivative,
887,Q5JJY5,GO:0051119; F:sugar transmembrane transporter activity; ISS:UniProtKB.,"2.A. Sugars, polyols, and their derivatives",H. CONFIDANCE,,3.A monosaccharide and derivative,,3.A monosaccharide and derivative*ISS:UniProtKB.,3.A monosaccharide and derivative,3.A monosaccharide and derivative,
888,Q3UME2,GO:0005338; F:nucleotide-sugar transmembrane transporter activity; IBA:GO_Central.,"2.A. Sugars, polyols, and their derivatives",H. CONFIDANCE,,3.A monosaccharide and derivative,,3.A monosaccharide and derivative*IBA:GO_Central.,3.A monosaccharide and derivative,3.A monosaccharide and derivative,
889,P0CS02,GO:0005458; F:GDP-mannose transmembrane transporter activity; IBA:GO_Central.,"2.A. Sugars, polyols, and their derivatives",H. CONFIDANCE,,3.A monosaccharide and derivative,,3.A monosaccharide and derivative*IBA:GO_Central.,3.A monosaccharide and derivative,3.A monosaccharide and derivative,
890,P23200,"GO:0005354; F:galactose transmembrane transporter activity; IMP:EcoCyc, GO:0015592; F:methylgalactoside transmembrane transporter activity; IMP:EcoCyc, GO:0015145; F:monosaccharide transmembrane transporter activity; IBA:GO_Central.","2.A. Sugars, polyols, and their derivatives",H. CONFIDANCE,3.A monosaccharide and derivative,,,3.A monosaccharide and derivative*IMP:EcoCyc,3.A monosaccharide and derivative,3.A monosaccharide and derivative,
891,P10870,"GO:0005351; F:carbohydrate:proton symporter activity; IBA:GO_Central, GO:0005536; F:glucose binding; TAS:SGD.","2.A. Sugars, polyols, and their derivatives",H. CONFIDANCE,,"1.C inorganic cation,7.D Other organic",,"1.C inorganic cation,7.D Other organic*IBA:GO_Central","1.C inorganic cation,7.D Other organic",7.D Other organic,
892,Q06222,GO:0015149; F:hexose transmembrane transporter activity; IMP:GeneDB.,"2.A. Sugars, polyols, and their derivatives",H. CONFIDANCE,3.A monosaccharide and derivative,,,3.A monosaccharide and derivative*IMP:GeneDB.,3.A monosaccharide and derivative,3.A monosaccharide and derivative,
893,Q9P3U6,GO:0005358; F:high-affinity glucose:proton symporter activity; IMP:PomBase.,"2.A. Sugars, polyols, and their derivatives",H. CONFIDANCE,3.A monosaccharide and derivative,,,3.A monosaccharide and derivative*IMP:PomBase.,3.A monosaccharide and derivative,3.A monosaccharide and derivative,
894,Q6NWF1,"GO:0005351; F:carbohydrate:proton symporter activity; IBA:GO_Central, GO:0005355; F:glucose transmembrane transporter activity; IBA:GO_Central.","2.A. Sugars, polyols, and their derivatives",H. CONFIDANCE,,"1.C inorganic cation,7.D Other organic;3.A monosaccharide and derivative",,"1.C inorganic cation,7.D Other organic*IBA:GO_Central;3.A monosaccharide and derivative*IBA:GO_Central.","1.C inorganic cation,7.D Other organic,3.A monosaccharide and derivative",3.A monosaccharide and derivative,
895,Q9JJZ1,"GO:0005351; F:carbohydrate:proton symporter activity; IBA:GO_Central, GO:0005355; F:glucose transmembrane transporter activity; IBA:GO_Central, GO:0005536; F:glucose binding; IEA:Ensembl.","2.A. Sugars, polyols, and their derivatives",H. CONFIDANCE,,"1.C inorganic cation,7.D Other organic;3.A monosaccharide and derivative",,"1.C inorganic cation,7.D Other organic*IBA:GO_Central;3.A monosaccharide and derivative*IBA:GO_Central","1.C inorganic cation,7.D Other organic,3.A monosaccharide and derivative",3.A monosaccharide and derivative,
896,O95528,"GO:0005351; F:carbohydrate:proton symporter activity; IBA:GO_Central, GO:0005355; F:glucose transmembrane transporter activity; IBA:GO_Central, GO:0055056; F:D-glucose transmembrane transporter activity; TAS:Reactome.","2.A. Sugars, polyols, and their derivatives",H. CONFIDANCE,,"1.C inorganic cation,7.D Other organic;3.A monosaccharide and derivative",,"1.C inorganic cation,7.D Other organic*IBA:GO_Central;3.A monosaccharide and derivative*IBA:GO_Central","1.C inorganic cation,7.D Other organic,3.A monosaccharide and derivative",3.A monosaccharide and derivative,
897,Q0P4G6,"GO:0005351; F:carbohydrate:proton symporter activity; IBA:GO_Central, GO:0005355; F:glucose transmembrane transporter activity; IBA:GO_Central.","2.A. Sugars, polyols, and their derivatives",H. CONFIDANCE,,"1.C inorganic cation,7.D Other organic;3.A monosaccharide and derivative",,"1.C inorganic cation,7.D Other organic*IBA:GO_Central;3.A monosaccharide and derivative*IBA:GO_Central.","1.C inorganic cation,7.D Other organic,3.A monosaccharide and derivative",3.A monosaccharide and derivative,
898,Q9BYW1,GO:0051119; F:sugar transmembrane transporter activity; TAS:Reactome.,"2.A. Sugars, polyols, and their derivatives",H. CONFIDANCE,,3.A monosaccharide and derivative,,3.A monosaccharide and derivative*TAS:Reactome.,3.A monosaccharide and derivative,3.A monosaccharide and derivative,
899,Q8BFW9,"GO:0005351; F:carbohydrate:proton symporter activity; IBA:GO_Central, GO:0005355; F:glucose transmembrane transporter activity; IBA:GO_Central.","2.A. Sugars, polyols, and their derivatives",H. CONFIDANCE,,"1.C inorganic cation,7.D Other organic;3.A monosaccharide and derivative",,"1.C inorganic cation,7.D Other organic*IBA:GO_Central;3.A monosaccharide and derivative*IBA:GO_Central.","1.C inorganic cation,7.D Other organic,3.A monosaccharide and derivative",3.A monosaccharide and derivative,
900,P53403,"GO:0005536; F:glucose binding; ISS:UniProtKB, GO:0005355; F:glucose transmembrane transporter activity; ISS:UniProtKB, GO:0005351; F:carbohydrate:proton symporter activity; IBA:GO_Central.","2.A. Sugars, polyols, and their derivatives",H. CONFIDANCE,,"3.A monosaccharide and derivative;1.C inorganic cation,7.D Other organic",,"3.A monosaccharide and derivative*ISS:UniProtKB;1.C inorganic cation,7.D Other organic*IBA:GO_Central.","3.A monosaccharide and derivative,1.C inorganic cation,7.D Other organic",3.A monosaccharide and derivative,
901,Q9UGQ3,"GO:0005351; F:carbohydrate:proton symporter activity; IBA:GO_Central, GO:0005355; F:glucose transmembrane transporter activity; IBA:GO_Central, GO:0055056; F:D-glucose transmembrane transporter activity; TAS:Reactome.","2.A. Sugars, polyols, and their derivatives",H. CONFIDANCE,,"1.C inorganic cation,7.D Other organic;3.A monosaccharide and derivative",,"1.C inorganic cation,7.D Other organic*IBA:GO_Central;3.A monosaccharide and derivative*IBA:GO_Central","1.C inorganic cation,7.D Other organic,3.A monosaccharide and derivative",3.A monosaccharide and derivative,
902,P23586,"GO:0015145; F:monosaccharide transmembrane transporter activity; IMP:TAIR, GO:0005351; F:carbohydrate:proton symporter activity; IBA:GO_Central, GO:0005355; F:glucose transmembrane transporter activity; IBA:GO_Central.","2.A. Sugars, polyols, and their derivatives",H. CONFIDANCE,3.A monosaccharide and derivative,"1.C inorganic cation,7.D Other organic",,"3.A monosaccharide and derivative*IMP:TAIR;1.C inorganic cation,7.D Other organic*IBA:GO_Central","3.A monosaccharide and derivative,1.C inorganic cation,7.D Other organic",3.A monosaccharide and derivative,
903,Q10PW9,"GO:0005351; F:carbohydrate:proton symporter activity; IBA:GO_Central, GO:0005355; F:glucose transmembrane transporter activity; IBA:GO_Central, GO:0005358; F:high-affinity glucose:proton symporter activity; IEA:EnsemblPlants.","2.A. Sugars, polyols, and their derivatives",H. CONFIDANCE,,"1.C inorganic cation,7.D Other organic;3.A monosaccharide and derivative",,"1.C inorganic cation,7.D Other organic*IBA:GO_Central;3.A monosaccharide and derivative*IBA:GO_Central","1.C inorganic cation,7.D Other organic,3.A monosaccharide and derivative",3.A monosaccharide and derivative,
904,Q8GW61,"GO:0005351; F:carbohydrate:proton symporter activity; IBA:GO_Central, GO:0005355; F:glucose transmembrane transporter activity; IBA:GO_Central.","2.A. Sugars, polyols, and their derivatives",H. CONFIDANCE,,"1.C inorganic cation,7.D Other organic;3.A monosaccharide and derivative",,"1.C inorganic cation,7.D Other organic*IBA:GO_Central;3.A monosaccharide and derivative*IBA:GO_Central.","1.C inorganic cation,7.D Other organic,3.A monosaccharide and derivative",3.A monosaccharide and derivative,
905,Q93Y91,"GO:0005351; F:carbohydrate:proton symporter activity; IBA:GO_Central, GO:0005355; F:glucose transmembrane transporter activity; IBA:GO_Central.","2.A. Sugars, polyols, and their derivatives",H. CONFIDANCE,,"1.C inorganic cation,7.D Other organic;3.A monosaccharide and derivative",,"1.C inorganic cation,7.D Other organic*IBA:GO_Central;3.A monosaccharide and derivative*IBA:GO_Central.","1.C inorganic cation,7.D Other organic,3.A monosaccharide and derivative",3.A monosaccharide and derivative,
906,Q0JCR9,"GO:0005351; F:carbohydrate:proton symporter activity; IBA:GO_Central, GO:0005355; F:glucose transmembrane transporter activity; IBA:GO_Central.","2.A. Sugars, polyols, and their derivatives",H. CONFIDANCE,,"1.C inorganic cation,7.D Other organic;3.A monosaccharide and derivative",,"1.C inorganic cation,7.D Other organic*IBA:GO_Central;3.A monosaccharide and derivative*IBA:GO_Central.","1.C inorganic cation,7.D Other organic,3.A monosaccharide and derivative",3.A monosaccharide and derivative,
907,Q8L7R8,"GO:0005351; F:carbohydrate:proton symporter activity; IBA:GO_Central, GO:0005355; F:glucose transmembrane transporter activity; IBA:GO_Central.","2.A. Sugars, polyols, and their derivatives",H. CONFIDANCE,,"1.C inorganic cation,7.D Other organic;3.A monosaccharide and derivative",,"1.C inorganic cation,7.D Other organic*IBA:GO_Central;3.A monosaccharide and derivative*IBA:GO_Central.","1.C inorganic cation,7.D Other organic,3.A monosaccharide and derivative",3.A monosaccharide and derivative,
908,A0PJK1,"GO:0005412; F:glucose:sodium symporter activity; IBA:GO_Central, GO:0015370; F:solute:sodium symporter activity; TAS:Reactome.","2.A. Sugars, polyols, and their derivatives",H. CONFIDANCE,,"3.A monosaccharide and derivative,1.C inorganic cation;1.C inorganic cation",,"3.A monosaccharide and derivative,1.C inorganic cation*IBA:GO_Central;1.C inorganic cation*TAS:Reactome.","3.A monosaccharide and derivative,1.C inorganic cation,1.C inorganic cation",3.A monosaccharide and derivative,
909,Q84WN3,"GO:0005353; F:fructose transmembrane transporter activity; IMP:UniProtKB, GO:0051119; F:sugar transmembrane transporter activity; ISS:UniProtKB.","2.A. Sugars, polyols, and their derivatives",H. CONFIDANCE,3.A monosaccharide and derivative,,,3.A monosaccharide and derivative*IMP:UniProtKB,3.A monosaccharide and derivative,3.A monosaccharide and derivative,
910,Q0WWW9,"GO:0005351; F:carbohydrate:proton symporter activity; IBA:GO_Central, GO:0005355; F:glucose transmembrane transporter activity; IBA:GO_Central.","2.A. Sugars, polyols, and their derivatives",H. CONFIDANCE,,"1.C inorganic cation,7.D Other organic;3.A monosaccharide and derivative",,"1.C inorganic cation,7.D Other organic*IBA:GO_Central;3.A monosaccharide and derivative*IBA:GO_Central.","1.C inorganic cation,7.D Other organic,3.A monosaccharide and derivative",3.A monosaccharide and derivative,
911,P26381,GO:0051119; F:sugar transmembrane transporter activity; IBA:GO_Central.,"2.A. Sugars, polyols, and their derivatives",H. CONFIDANCE,,3.A monosaccharide and derivative,,3.A monosaccharide and derivative*IBA:GO_Central.,3.A monosaccharide and derivative,3.A monosaccharide and derivative,
912,Q6PXP3,GO:0051119; F:sugar transmembrane transporter activity; TAS:Reactome.,"2.A. Sugars, polyols, and their derivatives",H. CONFIDANCE,,3.A monosaccharide and derivative,,3.A monosaccharide and derivative*TAS:Reactome.,3.A monosaccharide and derivative,3.A monosaccharide and derivative,
913,P40004,"GO:0005462; F:UDP-N-acetylglucosamine transmembrane transporter activity; IMP:SGD, GO:0005457; F:GDP-fucose transmembrane transporter activity; IBA:GO_Central, GO:0005464; F:UDP-xylose transmembrane transporter activity; IBA:GO_Central.","2.A. Sugars, polyols, and their derivatives",H. CONFIDANCE,3.A monosaccharide and derivative,,,3.A monosaccharide and derivative*IMP:SGD,3.A monosaccharide and derivative,3.A monosaccharide and derivative,
914,P78382,GO:0005456; F:CMP-N-acetylneuraminate transmembrane transporter activity; TAS:Reactome.,"2.A. Sugars, polyols, and their derivatives",H. CONFIDANCE,,3.A monosaccharide and derivative,,3.A monosaccharide and derivative*TAS:Reactome.,3.A monosaccharide and derivative,3.A monosaccharide and derivative,
915,Q96A29,GO:0005457; F:GDP-fucose transmembrane transporter activity; TAS:Reactome.,"2.A. Sugars, polyols, and their derivatives",H. CONFIDANCE,,3.A monosaccharide and derivative,,3.A monosaccharide and derivative*TAS:Reactome.,3.A monosaccharide and derivative,3.A monosaccharide and derivative,
916,P78381,GO:0005459; F:UDP-galactose transmembrane transporter activity; TAS:Reactome.,"2.A. Sugars, polyols, and their derivatives",H. CONFIDANCE,,3.A monosaccharide and derivative,,3.A monosaccharide and derivative*TAS:Reactome.,3.A monosaccharide and derivative,3.A monosaccharide and derivative,
917,Q12520,GO:0005459; F:UDP-galactose transmembrane transporter activity; ISS:SGD.,"2.A. Sugars, polyols, and their derivatives",H. CONFIDANCE,,3.A monosaccharide and derivative,,3.A monosaccharide and derivative*ISS:SGD.,3.A monosaccharide and derivative,3.A monosaccharide and derivative,
918,Q76EJ3,"GO:0015165; F:pyrimidine nucleotide-sugar transmembrane transporter activity; IBA:GO_Central, GO:0005338; F:nucleotide-sugar transmembrane transporter activity; TAS:Reactome.","2.A. Sugars, polyols, and their derivatives",H. CONFIDANCE,,3.A monosaccharide and derivative,,3.A monosaccharide and derivative*IBA:GO_Central,3.A monosaccharide and derivative,3.A monosaccharide and derivative,
919,Q9NTN3,"GO:0015165; F:pyrimidine nucleotide-sugar transmembrane transporter activity; IBA:GO_Central, GO:0005461; F:UDP-glucuronic acid transmembrane transporter activity; TAS:Reactome.","2.A. Sugars, polyols, and their derivatives",H. CONFIDANCE,,3.A monosaccharide and derivative,,3.A monosaccharide and derivative*IBA:GO_Central,3.A monosaccharide and derivative,3.A monosaccharide and derivative,
920,P43549,"GO:0005215; F:transporter activity; IMP:SGD, GO:0015168; F:glycerol transmembrane transporter activity; ISS:SGD, GO:0015250; F:water channel activity; ISS:SGD.","2.A. Sugars, polyols, and their derivatives",L1. CONFIDANCE,,7.A polyol;1.B water,,7.A polyol*ISS:SGD;1.B water*ISS:SGD.,"7.A polyol,1.B water","7.A polyol,1.B water",
921,Q66HX0,GO:0005459; F:UDP-galactose transmembrane transporter activity; IBA:GO_Central.,"2.A. Sugars, polyols, and their derivatives",L1. CONFIDANCE,,3.A monosaccharide and derivative,,3.A monosaccharide and derivative*IBA:GO_Central.,3.A monosaccharide and derivative,3.A monosaccharide and derivative,
922,Q9VDD7,GO:0005459; F:UDP-galactose transmembrane transporter activity; IBA:GO_Central.,"2.A. Sugars, polyols, and their derivatives",L1. CONFIDANCE,,3.A monosaccharide and derivative,,3.A monosaccharide and derivative*IBA:GO_Central.,3.A monosaccharide and derivative,3.A monosaccharide and derivative,
923,Q9SD00,"GO:0005351; F:carbohydrate:proton symporter activity; IBA:GO_Central, GO:0005355; F:glucose transmembrane transporter activity; IBA:GO_Central.","2.A. Sugars, polyols, and their derivatives",L1. CONFIDANCE,,"1.C inorganic cation,7.D Other organic;3.A monosaccharide and derivative",,"1.C inorganic cation,7.D Other organic*IBA:GO_Central;3.A monosaccharide and derivative*IBA:GO_Central.","1.C inorganic cation,7.D Other organic,3.A monosaccharide and derivative",3.A monosaccharide and derivative,
924,P42833,"GO:0005354; F:galactose transmembrane transporter activity; IGI:SGD, GO:0005351; F:carbohydrate:proton symporter activity; IBA:GO_Central, GO:0005355; F:glucose transmembrane transporter activity; IBA:GO_Central.","2.A. Sugars, polyols, and their derivatives",L1. CONFIDANCE,3.A monosaccharide and derivative,"1.C inorganic cation,7.D Other organic",,"3.A monosaccharide and derivative*IGI:SGD;1.C inorganic cation,7.D Other organic*IBA:GO_Central","3.A monosaccharide and derivative,1.C inorganic cation,7.D Other organic",3.A monosaccharide and derivative,
925,P54854,"GO:0005353; F:fructose transmembrane transporter activity; IGI:SGD, GO:0005355; F:glucose transmembrane transporter activity; IGI:SGD, GO:0015578; F:mannose transmembrane transporter activity; IGI:SGD, GO:0005351; F:carbohydrate:proton symporter activity; IBA:GO_Central.","2.A. Sugars, polyols, and their derivatives",L1. CONFIDANCE,3.A monosaccharide and derivative;3.A monosaccharide and derivative,,,"3.A monosaccharide and derivative*IGI:SGD;1.C inorganic cation,7.D Other organic*IBA:GO_Central.","3.A monosaccharide and derivative,1.C inorganic cation,7.D Other organic",3.A monosaccharide and derivative,
